CODIGO;INCLUSAO
216905;2026-04-29
215650;2026-01-26
173158;2020-03-05
204549;2022-03-29
51349;2015-06-02
211305;2024-12-12
50499;2011-04-28
203392;2021-09-09
216263;2026-03-04
63264;2017-05-18
212129;2025-03-07
209566;2024-06-10
212885;2025-05-05
50511;2011-05-16
201097;2021-01-22
210520;2024-09-11
51813;2016-09-08
205106;2022-07-14
204766;2022-05-12
203063;2021-07-23
185465;2020-05-12
213185;2025-05-28
62207;2017-04-26
206007;2023-01-06
215827;2026-02-11
215636;2026-01-21
63303;2017-05-31
208334;2024-01-10
202223;2021-02-18
116453;2019-05-03
210609;2024-09-19
101665;2018-10-08
212706;2025-04-15
51065;2013-06-27
50874;2012-09-21
205625;2022-10-03
194746;2020-06-30
104818;2018-11-26
213444;2025-06-23
203488;2021-09-22
210746;2024-10-01
209273;2024-05-09
147184;2019-10-11
207139;2023-07-06
212217;2025-03-13
202931;2021-07-08
214061;2025-09-04
79014;2018-02-27
215543;2026-01-19
205116;2022-07-15
211150;2024-11-19
212164;2025-03-11
205997;2023-01-05
211408;2025-01-08
209551;2024-06-06
207182;2023-07-10
205550;2022-09-20
204457;2022-03-11
209605;2024-06-14
50171;2010-09-16
162744;2020-01-02
213718;2025-07-22
203554;2021-09-30
204532;2022-03-25
209935;2024-07-17
51472;2016-02-22
65350;2017-06-21
208016;2023-11-07
203061;2021-07-23
206009;2023-01-06
207457;2023-08-11
100612;2018-09-17
157528;2019-11-25
50936;2012-11-30
208204;2023-12-12
203636;2021-10-18
214823;2025-10-23
84192;2018-04-25
202661;2021-06-04
212122;2025-03-07
127791;2019-08-01
160682;2019-12-09
206683;2023-05-11
209663;2024-06-21
211387;2025-01-08
103756;2018-10-30
136941;2019-08-28
205717;2022-10-19
202630;2021-06-09
106851;2018-12-18
205107;2022-07-14
57050;2017-01-19
216189;2026-02-26
76896;2018-01-23
209038;2024-04-17
202240;2021-03-02
216687;2026-04-10
190605;2020-06-03
78976;2018-02-16
206871;2023-06-05
50742;2012-05-11
202303;2021-03-01
156476;2019-11-13
51670;2016-05-25
50647;2011-10-21
51671;2016-05-25
66374;2017-07-05
202962;2021-07-14
209226;2024-05-03
209583;2024-06-12
93413;2018-07-13
51003;2013-02-27
208346;2024-01-12
179231;2020-03-17
216469;2026-03-27
214314;2025-09-09
200067;2020-08-26
50948;2013-01-09
212219;2025-03-14
167958;2020-02-05
52990;2016-11-23
50396;2010-12-03
106930;2019-01-24
50177;2010-09-16
206720;2023-05-18
212901;2025-05-06
51977;2016-11-18
66385;2017-07-10
50121;2010-09-08
207089;2023-06-29
99585;2018-09-12
206480;2023-04-10
206467;2023-04-04
101663;2018-10-08
217196;2026-05-25
200881;2020-12-04
205963;2022-12-21
213972;2025-08-20
200397;2020-09-30
202442;2021-04-05
207638;2023-09-08
209785;2024-07-05
209764;2024-07-02
212229;2025-03-19
200296;2020-09-16
50488;2011-04-19
161704;2019-12-16
112116;2019-03-22
76887;2018-01-22
50986;2013-02-08
203741;2021-10-29
51056;2013-06-06
202806;2021-06-28
212603;2025-04-09
50945;2013-01-08
216076;2026-02-24
210277;2024-08-28
59079;2017-02-13
50667;2011-12-06
214130;2025-08-26
50315;2010-09-29
208723;2024-02-28
213621;2025-07-23
62165;2017-03-31
216996;2026-05-08
215103;2025-11-18
202191;2021-02-09
215290;2025-12-09
206145;2023-02-02
207811;2023-10-02
50998;2013-02-25
50122;2010-09-09
211070;2024-11-13
50358;2010-10-08
205283;2022-08-04
66442;2017-08-01
51055;2013-06-04
209933;2024-07-17
205315;2022-08-09
210276;2024-08-27
50176;2010-09-16
50069;2010-08-31
183387;2020-04-22
50339;2010-10-04
51156;2014-02-19
135930;2019-08-26
213210;2025-06-02
114235;2019-03-27
50693;2012-02-29
216479;2026-03-19
165909;2020-01-28
50645;2011-10-13
203578;2021-10-05
213253;2025-06-04
117476;2019-05-09
200979;2020-12-28
215031;2025-11-10
62166;2017-04-04
67609;2017-10-05
202167;2021-02-09
62205;2017-04-26
97533;2018-08-24
212774;2025-04-22
210678;2024-09-24
51672;2016-05-25
203084;2021-07-28
216527;2026-03-25
214113;2025-08-29
211594;2025-01-27
135912;2019-09-05
50113;2010-09-08
212308;2025-03-20
213998;2025-08-18
135919;2019-08-26
207867;2023-10-10
211078;2024-11-13
210115;2024-08-08
209912;2024-07-15
208646;2024-02-21
213229;2025-05-30
206530;2023-04-17
121562;2019-06-10
213174;2025-05-27
210247;2024-08-26
206771;2023-05-23
209357;2024-05-17
214967;2025-11-04
117478;2019-05-09
51091;2013-08-28
215637;2026-01-20
206285;2023-03-03
207703;2023-09-20
204716;2022-05-11
213668;2025-07-31
216614;2026-04-08
213196;2025-05-28
211560;2025-01-17
200924;2020-12-14
216112;2026-02-20
216957;2026-05-04
152384;2019-11-01
214029;2025-08-21
51166;2014-03-17
209842;2024-07-15
50023;2010-08-12
216593;2026-04-02
214215;2025-09-01
211976;2025-02-19
211740;2025-01-31
101713;2018-10-17
202611;2021-05-21
216700;2026-04-13
50178;2010-09-16
204254;2022-02-03
210548;2024-09-16
168977;2020-02-07
66362;2017-06-28
200609;2020-10-23
200634;2020-10-26
200801;2020-12-07
200601;2020-10-21
201067;2021-01-19
200372;2020-09-28
50325;2010-09-30
76959;2018-02-07
76955;2018-02-06
65344;2017-06-19
212118;2025-03-06
86214;2018-05-04
213558;2025-07-04
50382;2010-11-09
68648;2017-10-23
90326;2018-06-29
213703;2025-07-22
76902;2018-01-23
204777;2022-05-16
204657;2022-04-18
214488;2025-09-26
206462;2023-04-04
50214;2010-09-20
114404;2019-04-16
201056;2021-01-15
50127;2010-09-09
146120;2019-10-07
170024;2020-02-14
59075;2017-02-13
203919;2021-11-29
162779;2020-01-09
204605;2022-04-08
50322;2010-09-30
82110;2018-04-04
51204;2014-07-08
215411;2026-01-12
51140;2014-02-04
209323;2024-05-15
202885;2021-07-06
50292;2010-09-28
194726;2020-06-29
202130;2021-01-31
213402;2025-06-20
213841;2025-08-18
205460;2022-09-05
157518;2019-11-21
77964;2018-02-08
202666;2021-06-07
200760;2020-11-16
196851;2020-07-13
209541;2024-06-06
204993;2022-06-29
209306;2024-05-13
50274;2010-09-28
213927;2025-08-12
66363;2017-06-29
200578;2020-10-19
196947;2020-07-31
213112;2025-05-21
213464;2025-06-25
213749;2025-07-24
175170;2020-03-06
155466;2019-11-11
115428;2019-04-22
164861;2020-01-17
202397;2021-03-23
50074;2010-08-31
211848;2025-02-10
114316;2019-04-05
208187;2023-12-07
106947;2019-02-01
202682;2021-06-11
202227;2021-02-23
82173;2018-04-17
212943;2025-05-07
51673;2016-05-25
66364;2017-06-29
50323;2010-09-30
216831;2026-04-23
202596;2021-05-19
207278;2023-07-20
200680;2020-11-03
167928;2020-01-30
212803;2025-04-25
81062;2018-03-19
197983;2020-08-10
200795;2020-11-20
217245;2026-05-27
84193;2018-04-25
158602;2019-12-02
57049;2017-01-18
200199;2020-09-02
183361;2020-04-17
196888;2020-07-22
66489;2017-08-24
119499;2019-05-17
104805;2018-11-19
173139;2020-03-03
206851;2023-06-01
66490;2017-08-24
179247;2020-03-18
66404;2017-07-19
204156;2022-01-17
165897;2020-01-23
204394;2022-02-25
185468;2020-05-13
207416;2023-08-08
215426;2025-12-30
209762;2024-07-02
209738;2024-06-28
216207;2026-02-27
81043;2018-03-09
209034;2024-04-16
202119;2021-01-28
190576;2020-05-29
214892;2025-11-05
216393;2026-03-17
204689;2022-04-29
209236;2024-05-06
204938;2022-06-14
202437;2021-04-01
204092;2022-01-10
167968;2020-02-05
209732;2024-06-28
200209;2020-09-03
86231;2018-05-07
210072;2024-08-01
217057;2026-05-15
211155;2024-11-22
106909;2019-01-18
208263;2023-12-27
215793;2026-02-03
56024;2016-12-21
191626;2020-06-05
215851;2026-02-04
215611;2026-01-19
50180;2010-09-16
200304;2020-09-17
51674;2016-05-25
211867;2025-02-11
75845;2018-01-12
152400;2019-11-01
206470;2023-04-05
83189;2018-04-24
106951;2019-02-01
209689;2024-06-25
172048;2020-02-18
122624;2019-06-28
51399;2015-09-24
205819;2022-11-17
93401;2018-07-04
210936;2024-10-24
203574;2021-10-05
215323;2025-12-11
114208;2019-03-25
153432;2019-11-05
202338;2021-03-04
212384;2025-03-26
203473;2021-09-22
196922;2020-07-28
202153;2021-02-04
50749;2012-05-17
209082;2024-04-22
200375;2020-09-28
208378;2024-01-16
203056;2021-07-23
163855;2020-01-16
211784;2025-02-04
205722;2022-10-19
209469;2024-05-29
103757;2018-10-30
50003;2010-06-28
51830;2016-09-13
203283;2021-08-20
214909;2025-10-30
208173;2023-12-06
216034;2026-02-13
213795;2025-07-29
216928;2026-04-29
50820;2012-08-20
209078;2024-04-22
216264;2026-03-04
200313;2020-09-18
210215;2024-08-21
215207;2025-12-03
212143;2025-03-10
214474;2025-09-18
66472;2017-08-17
172050;2020-02-18
206917;2023-06-12
212462;2025-04-01
214685;2025-10-10
203512;2021-09-24
202771;2021-06-26
211533;2025-01-16
202276;2021-03-01
208538;2024-01-30
205804;2022-11-10
208226;2023-12-19
212385;2025-03-26
166920;2020-01-30
211194;2024-12-04
154465;2019-11-13
63308;2017-06-01
50124;2010-09-09
135927;2019-08-26
209496;2024-05-31
215903;2026-02-02
207820;2023-10-03
101687;2018-10-10
72755;2017-12-06
157497;2019-11-14
76906;2018-01-24
181279;2020-03-25
90331;2018-06-06
203781;2021-11-11
203981;2021-12-09
132888;2019-08-14
209518;2024-06-03
167935;2020-01-31
213625;2025-07-11
206063;2023-01-17
212986;2025-05-12
205060;2022-07-08
213055;2025-05-16
77973;2018-02-09
203937;2021-12-03
216435;2026-03-19
202872;2021-07-06
201011;2021-01-12
51853;2016-09-21
93412;2018-07-12
206717;2023-05-15
212779;2025-04-29
204273;2022-02-04
67544;2017-09-20
86219;2018-05-04
214789;2025-10-13
66420;2017-07-24
207288;2023-07-21
139004;2019-09-05
110028;2019-02-22
51921;2016-10-27
51940;2016-11-01
183393;2020-04-24
171043;2020-02-18
146117;2019-10-04
186491;2020-05-14
207935;2023-10-24
217406;2026-06-11
115433;2019-04-24
210940;2024-10-24
214024;2025-08-29
214462;2025-09-18
70697;2017-11-07
114186;2019-03-25
204612;2022-04-11
203564;2021-10-04
217206;2026-05-25
200790;2020-11-19
67589;2017-09-29
212223;2025-03-14
106942;2019-01-31
203993;2021-12-15
205084;2022-07-08
107988;2019-02-11
64318;2017-06-06
215196;2025-11-28
202641;2021-05-28
202121;2021-02-17
213880;2025-08-08
200787;2020-11-19
161720;2019-12-19
216981;2026-05-05
206704;2023-05-12
212632;2025-04-10
204529;2022-03-25
200297;2020-09-16
82164;2018-04-16
133894;2019-08-20
205667;2022-10-10
213356;2025-06-13
213339;2025-06-12
196811;2020-07-08
214676;2025-10-06
51924;2016-10-27
207907;2023-10-19
200459;2020-10-06
203625;2021-10-15
210705;2024-09-26
51891;2016-10-11
75855;2018-01-16
206368;2023-03-20
204210;2022-01-27
200683;2020-11-03
214595;2025-09-29
66377;2017-07-06
203205;2021-08-11
200660;2020-10-28
205567;2022-09-21
207812;2023-10-02
63298;2017-05-31
200155;2020-08-27
82076;2018-03-21
210532;2024-09-12
202987;2021-07-15
50735;2012-05-07
204153;2022-01-17
209755;2024-07-05
207930;2023-10-26
206306;2023-03-08
209143;2024-04-26
151349;2019-10-30
206168;2023-02-08
212147;2025-03-10
82177;2018-04-18
211236;2024-12-02
82122;2018-04-08
210997;2024-11-04
95474;2018-07-30
50870;2012-09-20
50746;2012-05-11
213516;2025-06-27
211069;2024-11-13
206859;2023-06-02
206002;2023-01-05
200675;2020-10-30
214749;2025-10-15
208820;2024-03-12
208074;2023-11-21
214874;2025-10-23
214808;2025-10-20
212710;2025-04-15
209024;2024-04-15
196810;2020-07-08
205365;2022-08-17
51148;2014-02-05
137945;2019-08-29
216388;2026-03-17
211578;2025-01-21
51221;2014-08-04
215622;2026-01-21
208203;2023-12-12
124725;2019-07-24
203463;2021-09-20
66502;2017-08-30
210594;2024-09-18
208869;2024-03-19
50664;2011-11-28
216341;2026-03-09
204715;2022-05-04
216902;2026-05-04
214674;2025-10-03
204387;2022-02-22
216787;2026-04-17
200723;2020-11-09
213201;2025-06-02
212686;2025-04-14
206666;2023-05-09
216862;2026-04-23
211759;2025-02-03
215681;2026-01-19
212205;2025-03-19
200600;2020-10-22
200812;2020-11-23
217683;2026-07-07
209221;2024-05-03
114323;2019-04-08
210294;2024-08-28
205964;2022-12-22
212740;2025-04-17
206521;2023-04-14
207045;2023-06-23
51107;2013-10-24
202498;2021-04-13
211246;2024-12-04
217444;2026-06-17
213521;2025-06-30
216809;2026-04-16
208331;2024-01-10
205524;2022-09-16
213138;2025-05-22
205368;2022-08-18
208381;2024-01-16
200317;2020-09-23
215164;2025-12-02
213754;2025-07-23
216430;2026-03-19
51258;2014-11-10
51800;2016-09-05
204342;2022-02-15
162809;2020-01-14
145083;2019-09-30
211421;2025-01-09
211809;2025-02-06
215848;2026-02-04
114351;2019-04-11
100611;2018-09-17
115416;2019-04-22
153431;2019-11-05
213645;2025-07-15
210018;2024-07-29
215109;2025-11-19
209692;2024-06-25
176177;2020-03-09
209595;2024-06-13
203078;2021-07-27
203208;2021-08-11
215161;2025-12-03
196873;2020-07-16
209771;2024-07-02
87235;2018-05-09
215910;2026-02-03
204238;2022-01-31
217562;2026-07-01
208623;2024-02-09
208886;2024-03-21
203973;2021-12-09
211680;2025-01-28
210525;2024-09-11
56023;2016-12-20
208762;2024-03-01
216335;2026-03-10
214831;2025-10-30
207653;2023-09-12
204184;2022-01-24
102740;2018-10-25
215715;2026-01-21
61138;2017-03-22
214073;2025-08-22
203080;2021-07-27
209649;2024-06-21
202859;2021-07-04
171039;2020-02-17
207135;2023-07-04
210753;2024-10-01
208438;2024-01-19
205056;2022-07-06
72756;2017-12-07
208703;2024-02-26
205393;2022-08-24
205630;2022-10-04
211265;2024-12-09
204765;2022-05-12
211021;2024-11-05
217451;2026-06-16
203376;2021-09-06
200806;2020-11-20
210900;2024-10-21
148269;2019-10-22
124721;2019-07-25
203649;2021-10-19
204270;2022-02-04
205099;2022-07-13
208436;2024-01-19
216346;2026-03-10
208009;2023-11-06
211165;2024-11-21
206763;2023-05-22
183349;2020-04-16
214861;2025-10-23
211979;2025-02-19
206828;2023-05-30
205616;2022-09-29
216409;2026-03-17
212146;2025-03-10
217328;2026-06-03
50084;2010-09-01
212396;2025-03-28
211052;2024-11-11
208063;2023-11-17
212218;2025-03-14
206581;2023-04-26
214228;2025-09-03
103758;2018-10-30
207185;2023-07-10
208780;2024-03-05
212751;2025-04-17
216561;2026-03-27
77963;2018-02-08
214454;2025-09-18
211856;2025-02-10
203865;2021-11-22
217213;2026-05-25
210136;2024-08-13
200876;2020-12-04
215954;2026-02-06
211289;2024-12-11
209604;2024-06-14
215728;2026-01-30
208718;2024-03-21
211704;2025-01-30
213892;2025-08-28
208281;2024-01-04
210977;2024-10-31
205666;2022-10-10
204297;2022-02-10
216366;2026-03-11
72774;2017-12-12
92390;2018-06-27
214602;2025-09-29
107980;2019-02-08
202562;2021-05-07
51849;2016-09-19
213062;2025-05-16
203415;2021-09-13
207847;2023-10-06
204151;2022-01-17
171041;2020-02-17
147153;2019-10-09
146148;2019-10-09
86218;2018-05-04
50293;2010-09-28
92342;2018-06-11
210125;2024-08-09
207406;2023-08-09
206102;2023-01-26
215879;2026-01-30
62188;2017-04-19
209243;2024-05-07
204881;2022-06-06
208681;2024-02-22
213236;2025-06-02
195796;2020-07-06
51438;2016-01-27
210175;2024-08-15
201017;2021-01-11
211782;2025-02-04
55009;2016-12-06
216615;2026-04-07
204499;2022-03-21
207423;2023-08-08
210071;2024-08-15
215066;2025-11-12
215551;2026-02-02
200810;2020-12-09
82187;2018-04-23
79029;2018-03-02
50666;2011-12-01
210969;2024-10-29
214768;2025-10-15
216391;2026-04-08
67546;2017-09-21
86227;2018-05-07
166927;2020-01-30
137985;2019-09-04
87249;2018-05-09
209447;2024-05-27
139006;2019-09-05
184431;2020-05-04
50353;2010-10-07
202354;2021-03-09
148207;2019-10-15
51261;2014-11-10
51877;2016-09-29
216244;2026-03-03
205447;2022-09-01
212878;2025-05-02
215661;2026-01-27
50024;2010-08-12
207312;2023-07-26
50239;2010-09-22
50847;2012-09-12
61102;2017-03-02
107998;2019-02-13
101698;2018-10-11
71748;2017-12-04
50674;2012-01-16
204483;2022-03-17
102719;2018-10-19
50821;2012-08-20
101714;2018-10-17
202145;2021-02-03
213556;2025-07-11
50866;2012-09-19
209978;2024-07-23
203684;2021-10-25
72758;2017-12-07
203442;2021-09-16
209040;2024-04-17
203627;2021-10-18
213304;2025-06-10
50287;2010-09-28
211008;2024-11-05
207201;2023-07-12
50068;2010-08-31
213075;2025-05-19
203168;2021-08-04
207571;2023-08-29
206378;2023-03-17
209749;2024-07-01
205406;2022-08-25
215544;2026-01-20
214912;2025-10-24
204622;2022-04-13
200320;2020-09-21
209080;2024-04-25
211288;2024-12-10
211562;2025-01-17
215593;2026-01-19
51152;2014-02-07
202147;2021-02-03
51767;2016-08-17
148241;2019-10-18
207832;2023-10-03
216650;2026-04-08
204108;2022-01-12
207555;2023-08-28
202139;2021-02-02
212902;2025-05-05
50179;2010-09-16
205689;2022-10-13
212161;2025-03-11
202865;2021-07-04
142074;2019-09-25
200737;2020-11-11
205738;2022-10-24
209111;2024-04-24
206113;2023-01-26
200118;2020-08-25
82168;2018-04-16
217033;2026-05-08
126768;2019-07-30
200763;2020-11-16
196913;2020-07-27
204226;2022-01-31
114358;2019-04-15
70722;2017-11-22
207161;2023-07-06
214636;2025-09-30
208631;2024-02-15
185451;2020-05-07
206287;2023-03-06
202330;2021-03-04
203861;2021-11-19
203412;2021-09-13
66524;2017-09-08
63286;2017-05-26
51925;2016-10-27
207819;2023-10-03
208528;2024-01-30
203828;2021-11-17
101662;2018-10-08
209936;2024-07-17
216225;2026-03-02
51953;2016-11-10
215232;2025-12-08
212860;2025-04-29
210951;2024-10-31
205481;2022-09-08
207751;2023-09-26
202206;2021-02-11
209772;2024-07-02
50926;2012-11-08
61137;2017-03-22
211198;2024-11-27
217492;2026-06-18
208078;2023-11-21
203377;2021-09-06
202805;2021-06-26
205858;2022-11-25
203393;2021-09-09
208959;2024-04-04
194721;2020-06-26
214031;2025-08-18
107996;2019-02-13
207968;2023-11-07
207858;2023-10-09
200440;2020-10-06
205205;2022-07-22
214230;2025-09-04
209534;2024-06-05
200912;2020-12-10
161735;2019-12-30
92361;2018-06-19
201078;2021-01-20
204515;2022-03-24
50378;2010-11-04
210246;2024-08-26
121548;2019-06-03
51389;2015-08-19
204987;2022-06-29
211855;2025-02-10
50659;2011-11-24
213658;2025-07-17
216980;2026-05-07
173145;2020-03-02
202213;2021-02-17
208996;2024-04-09
194735;2020-06-29
214453;2025-09-25
210786;2024-10-04
84195;2018-04-25
214368;2025-10-02
213448;2025-06-24
216745;2026-04-13
76907;2018-01-24
204820;2022-05-30
200880;2020-12-04
50934;2012-11-30
215679;2026-01-23
216484;2026-03-24
215190;2025-12-01
209152;2024-04-29
208937;2024-04-02
213889;2025-08-11
203609;2021-10-08
50454;2011-03-16
200100;2020-08-25
50263;2010-09-27
204845;2022-05-30
76882;2018-01-19
82107;2018-04-04
204491;2022-03-18
207158;2023-07-06
157505;2019-11-19
209803;2024-07-05
204286;2022-02-08
212152;2025-03-10
207285;2023-07-21
211563;2025-01-20
211613;2025-01-23
210904;2024-10-21
114241;2019-03-28
200466;2020-10-07
203086;2021-07-29
214412;2025-09-16
197979;2020-08-10
160677;2019-12-09
214900;2025-11-12
177223;2020-03-16
216303;2026-03-05
193692;2020-06-18
106879;2019-01-10
215359;2025-12-16
208096;2023-11-22
210672;2024-09-24
215497;2026-01-13
213209;2025-06-04
192669;2020-06-16
103769;2018-11-06
202103;2021-01-28
51751;2016-07-26
51218;2014-07-31
200557;2020-10-23
50712;2012-04-03
217329;2026-06-03
206506;2023-04-20
51787;2016-09-01
160695;2019-12-11
70726;2017-11-23
205311;2022-08-09
101707;2018-10-15
92358;2018-06-15
202707;2021-06-17
147167;2019-10-10
67595;2017-10-03
64320;2017-06-07
209698;2024-06-26
205730;2022-10-20
126767;2019-07-30
205763;2022-10-27
100652;2018-10-03
50931;2012-11-27
213630;2025-07-29
209505;2024-05-31
203935;2021-12-03
51274;2014-11-12
93444;2018-07-16
148235;2019-10-17
206638;2023-05-03
215021;2025-11-10
203601;2021-10-07
57027;2017-01-04
202339;2021-03-08
205285;2022-08-04
214053;2025-08-26
210196;2024-08-19
88269;2018-05-11
209852;2024-07-12
200886;2020-12-07
211833;2025-02-07
214782;2025-10-23
205884;2022-12-05
147155;2019-10-09
208818;2024-03-12
208417;2024-01-17
207496;2023-08-22
152358;2019-10-31
206518;2023-04-13
206825;2023-05-29
214787;2025-10-14
206844;2023-06-07
196828;2020-07-09
206152;2023-02-06
214366;2025-09-11
200663;2020-10-28
202189;2021-02-09
51856;2016-09-21
203280;2021-08-20
70739;2017-11-28
111048;2019-02-28
203414;2021-09-16
206134;2023-02-09
211554;2025-01-22
213305;2025-06-10
98552;2018-08-28
215156;2025-12-02
184437;2020-05-04
70683;2017-11-01
50262;2010-09-27
207542;2023-08-23
203294;2021-08-23
78991;2018-02-20
209001;2024-04-10
66423;2017-07-24
206523;2023-04-14
210703;2024-09-26
212357;2025-03-31
79032;2018-03-05
203016;2021-07-19
51724;2016-06-27
206791;2023-05-24
215314;2025-12-29
50852;2012-09-12
179233;2020-03-17
215486;2026-01-20
66479;2017-08-22
207949;2023-10-26
214694;2025-10-08
215004;2025-11-05
181277;2020-03-24
50472;2011-03-29
66408;2017-07-19
215484;2026-01-14
217386;2026-06-12
203586;2021-10-07
51234;2014-09-19
206246;2023-02-24
67555;2017-09-22
202991;2021-07-16
208754;2024-02-29
79034;2018-03-05
214688;2025-10-10
202469;2021-04-07
204141;2022-01-17
210099;2024-08-06
51326;2015-04-08
206909;2023-06-12
200198;2020-09-02
216328;2026-03-09
204072;2022-01-07
214129;2025-09-03
206857;2023-06-02
205471;2022-09-06
211084;2024-11-13
101674;2018-10-08
74796;2017-12-27
203744;2021-11-01
210130;2024-08-12
214947;2025-10-30
211811;2025-02-05
196923;2020-07-28
124704;2019-07-17
206765;2023-05-22
51739;2016-07-11
203745;2021-11-01
214094;2025-08-29
206433;2023-03-29
216157;2026-02-24
212575;2025-04-07
216145;2026-02-26
204183;2022-01-24
200380;2020-09-29
63279;2017-05-24
208520;2024-01-29
209397;2024-05-21
51955;2016-11-11
200401;2020-09-30
207727;2023-09-22
208867;2024-03-19
206451;2023-04-03
50518;2011-05-25
50240;2010-09-22
208360;2024-01-12
206275;2023-03-02
71749;2017-12-04
50548;2011-06-14
208904;2024-03-25
202734;2021-06-22
215809;2026-02-04
50045;2010-08-24
50491;2011-04-20
208179;2023-12-06
78977;2018-02-16
106871;2019-01-07
207828;2023-10-03
82129;2018-04-09
200715;2020-11-09
50348;2010-10-07
50345;2010-10-07
217233;2026-05-28
215170;2025-12-03
50725;2012-04-25
50059;2010-08-30
215301;2025-12-15
211603;2025-01-23
207749;2023-09-25
50241;2010-09-22
214280;2025-09-05
66509;2017-09-01
210676;2024-09-24
116458;2019-05-06
63263;2017-05-18
215584;2026-01-15
57043;2017-01-16
206687;2023-05-11
62203;2017-04-26
98573;2018-09-05
209328;2024-05-15
205374;2022-08-18
171037;2020-02-17
215550;2026-02-23
206833;2023-05-30
92356;2018-06-15
216811;2026-04-16
214319;2025-09-08
213353;2025-06-13
185464;2020-05-13
215191;2025-12-03
211350;2025-01-02
208961;2024-04-04
206236;2023-02-17
209072;2024-04-19
208343;2024-01-11
76905;2018-01-24
202367;2021-03-15
50207;2010-09-17
51051;2013-05-27
51968;2016-11-17
205874;2022-11-30
214833;2025-10-23
208916;2024-03-27
207762;2023-09-26
215934;2026-02-20
127766;2019-07-31
215940;2026-02-12
191612;2020-06-04
204292;2022-02-09
106950;2019-02-01
215378;2025-12-17
200980;2021-01-04
204850;2022-05-31
214697;2025-10-10
208219;2023-12-14
205511;2022-09-14
50112;2010-09-08
204832;2022-05-26
211231;2024-12-02
204525;2022-03-25
114296;2019-04-05
124685;2019-07-12
106864;2018-12-26
215774;2026-02-02
209446;2024-05-27
88248;2018-05-10
205947;2022-12-20
207024;2023-07-06
208217;2023-12-13
107999;2019-02-13
106936;2019-01-28
214400;2025-09-12
214949;2025-10-30
109025;2019-02-20
176183;2020-03-10
76939;2018-02-01
207431;2023-08-09
209012;2024-04-11
183347;2020-04-15
212753;2025-04-17
200396;2020-09-30
216616;2026-04-01
51762;2016-08-12
209612;2024-06-17
153458;2019-11-11
211520;2025-01-15
206427;2023-03-28
64337;2017-06-12
209794;2024-07-05
109023;2019-02-20
51147;2014-02-05
66419;2017-07-21
160698;2019-12-12
212361;2025-03-28
213092;2025-05-20
114238;2019-03-26
210853;2024-10-21
88286;2018-05-14
104824;2018-11-28
207748;2023-10-02
214159;2025-08-28
216213;2026-03-09
205904;2022-12-08
217517;2026-06-22
209033;2024-04-16
215231;2025-12-09
202741;2021-06-22
211340;2024-12-26
196974;2020-08-07
114402;2019-04-16
125739;2019-07-26
50814;2012-08-16
205456;2022-09-02
209294;2024-05-13
206259;2023-03-01
51870;2016-09-27
217488;2026-06-26
88270;2018-05-11
84206;2018-04-27
208380;2024-01-16
50513;2011-05-16
203005;2021-07-19
213734;2025-08-13
202364;2021-03-12
62220;2017-05-02
207718;2023-09-25
51811;2016-09-06
96492;2018-08-06
202815;2021-06-26
208327;2024-01-09
204088;2022-01-11
202375;2021-03-19
51790;2016-09-01
100584;2018-09-11
207419;2023-08-11
209311;2024-05-13
208905;2024-03-26
50242;2010-09-22
215787;2026-01-29
206229;2023-02-15
114294;2019-04-05
70713;2017-11-16
50181;2010-09-16
217437;2026-06-16
175167;2020-03-06
87250;2018-05-09
205360;2022-08-16
101715;2018-10-17
162745;2020-01-02
202894;2021-07-06
206690;2023-05-15
196978;2020-08-07
157485;2019-11-14
106875;2019-01-09
97521;2018-08-20
50829;2012-08-21
207051;2023-06-27
50096;2010-09-06
103755;2018-10-30
206897;2023-06-12
213311;2025-06-10
216162;2026-02-25
66527;2017-09-11
51952;2016-11-08
204641;2022-04-13
180277;2020-03-24
208302;2024-01-08
77971;2018-02-09
72765;2017-12-08
211043;2024-11-08
82089;2018-03-27
208316;2024-01-09
204373;2022-02-21
216504;2026-03-24
206747;2023-05-18
88295;2018-05-16
51731;2016-06-29
196880;2020-07-21
106895;2019-01-15
204574;2022-04-04
132870;2019-08-13
51020;2013-04-02
153442;2019-11-06
207766;2023-09-26
208952;2024-04-04
201001;2021-01-12
210792;2024-10-07
50425;2011-02-02
207522;2023-08-21
207169;2023-07-10
215167;2025-12-02
207247;2023-07-17
206295;2023-03-06
103752;2018-10-29
208909;2024-03-25
51969;2016-11-17
206068;2023-01-16
79016;2018-02-27
212639;2025-04-10
50182;2010-09-16
87251;2018-05-09
217139;2026-05-15
205994;2023-01-05
131828;2019-08-06
205728;2022-10-20
213089;2025-05-20
215828;2026-01-29
51282;2014-11-18
205492;2022-09-09
209192;2024-05-02
200685;2020-11-03
66448;2017-08-03
212619;2025-04-09
50920;2012-11-06
205872;2022-11-30
205577;2022-09-22
125734;2019-07-25
200464;2020-10-07
62168;2017-04-05
82133;2018-04-10
214256;2025-09-16
101685;2018-10-10
200815;2020-11-24
200711;2020-11-10
209345;2024-05-17
202857;2021-07-04
112102;2019-03-15
209577;2024-06-12
208857;2024-03-14
54006;2016-12-02
181283;2020-03-26
81053;2018-03-14
159661;2019-12-05
60075;2017-02-13
205500;2022-09-12
202619;2021-05-25
208598;2024-02-07
51267;2014-11-11
50038;2010-08-17
70707;2017-11-16
50215;2010-09-20
